cleaned_tokens,task1,task2
"['rt', 'relijoon', 'absolutely', 'idea', 'what's', 'going', 'video', 'put', 'biggest', 'smile', 'face', 'they're', 'enjoying', 'the']",NOT,NONE
"['gentlerubs', 'you're', 'cute', 'heh']",NOT,NONE
"['hate', 'people', 'ever', 'ring', 'want', 'something']",HOF,HATE
"['rt', 'phpceo', 'look', 'wrote', 'code', 'files', 'year', 'switched', 'management', 'track', 'perfectly', 'capable', 'judging', 'technica']",NOT,NONE
"['want', 'go']",NOT,NONE
"['rt', 'dvatw', 'british', 'muslims', 'half', 'british', 'muslims', 'think', 'homosexuality', 'illegal', 'almost', 'half', 'would', 'accept', 'teache']",HOF,HATE
"['rt', 'clinthenderson7', 'y'all', 'talk', 'bad', 'cops', 'want', 'they're', 'literally', 'running', 'full', 'speed', 'place', 'active', 'shoot']",NOT,NONE
"['rt', 'realdonaldtrump', 'course', 'past', 'two', 'days', 'united', 'states', 'china', 'held', 'candid', 'constructive', 'conversations', 't']",NOT,NONE
"['karlbubi', 'truenumber', '2', 'cant', 'even', 'afford', 'rest', 'lowry', 'co', 'turn']",NOT,NONE
"['nrlonnine', 'wwos', 'channel9', 'cronulla', 'played', 'like', 'whole', 'game', 'might', 'dickhead', 'dugan', 'f', 'httpstcofxcjdhcpbm']",HOF,OFFN
"['jennyletellier', 'dont', 'know', 'jen', 'jen', 'gross', '']",NOT,NONE
"['rt', 'canonavengers', 'fuck', 'russos', 'direct', 'compelling', 'fully', 'realised', 'mcu', 'film', '2014', 'amp', '5', 'years', 'later', 'demonstr']",NOT,NONE
"['crickets', 'loud', 'ever', 'full', 'display', '']",NOT,NONE
"['rt', 'dreamydaya', 'jacob', 'batalon', 'people', 'give', 'recognition', 'fucking', 'deserves', 'already', 'i'm', 'mad', 'httpstcohi2d10lung']",HOF,PRFN
"['y'all', 'fucking', 'suck', 'man']",HOF,PRFN
"['rt', 'theasiachanelle', 'truly', 'experienced', 'sex', 'you've', 'never', 'fucked', 'virgo']",HOF,PRFN
"['awhiteley', 'lfcvine', 'he's', 'better', 'matip']",NOT,NONE
"['rt', 'cwbarnes', 'bucky', 'tell', 'abt', 'tell', 'abt', 'peggy', 'steve', 'perfect', 'world', 'u', 'know', 'feels', 'buck', 'looking', 'at']",HOF,NONE
"['rt', 'venusoleil', 'still', 'can't', 'move', 'shit', 'httpstcommakd6s8m5']",HOF,PRFN
"['thejuicyjolene', 'stoooooop', 'youre', 'gorgeous', '']",NOT,NONE
"['rt', 'shivanikesarwa2', 'coolpadind', 'mother', 'calls', 'betu', 'amp', 'shivi', 'coolpadsmartphones', 'mycoolmom', 'mycoolname', 'mothersday', 'coolpadind', 'tag']",NOT,NONE
"['awkwardorchid', 'fuck', 'made', 'mad', 'can't', 'even', 'spell']",HOF,PRFN
"['rt', 'endwalespinal', 'opportunities', 'open', 'hard', 'work', 'amp', 'focusing', 'shit', 'ain't', 'nobody', 'gonna', 'live', 'life', 'live', 'it']",HOF,PRFN
"['ive', 'always', 'supported', 'coutinho', 'shame', 'u', 'people']",HOF,OFFN
"['rt', 'realdonaldtrump', 'interviewed', 'steve', 'hilton', 'tonight', '800', 'pm', 'foxnews', 'enjoy']",NOT,NONE
"['24', 'pack', 'fuck']",HOF,PRFN
"['honestly', 'give', 'fuck', 'lol']",HOF,PRFN
"['rt', 'kokomothegreat', 'idc', 'opinion', 'kamalaharris', 'dont', 'wanna', 'hear', 'shut', 'shit', 'today', 'maziehirono']",HOF,PRFN
"['rt', 'btspublicity', '2019', 'mtv', 'bra', 'metrics', '', '', 'kpop', 'explosion', 'estimated', 'total', 'update', '1', 'btstwt', '47m', '2', 'e', '15m', '3', 'b', '106k', '4', 'g', '89k']",NOT,NONE
"['man', 'talked', 'like', 'i'd', 'fucking', 'throw', 'fists', 'sial']",HOF,PRFN
"['gallovoa', 'hes', 'downplaying', 'moratorium', 'applies', 'longrange', 'missiles', 'cant', 'exactly', 'make', 'big', 'deal', 'httpstco9wcs4tmj7w']",NOT,NONE
"['rt', 'lerexxhd', 'u', 'got', 'great', 'ass', 'then', 'u', 'must', 'ugly', 'u', 'got', 'beauty', 'face', '', 'u', 'got', 'ass', 'u', 'got', 'great', 'ass', 'and', 'beauty', 'face']",HOF,PRFN
"['rt', 'chrislhayes', 'president', 'obviously', 'laying', 'groundwork', 'abuse', 'office', 'order', 'sic', 'power', 'state', 'po']",NOT,NONE
"['rt', 'deathjuicetrapa', 'shit', 'bout', 'fake', 'ass', 'hell', 'httpstcohzlhqhav0n']",HOF,PRFN
"['shot', 'lex', 'haha', 'stupid', 'bitch', 'supergirl']",HOF,PRFN
"['rt', 'livenationkpop', 'tickets', 'jypetwice', 'world', 'tour', '2019', ''twicelights'', 'us', 'sale', 'now', '', 'grab', '""y']",NOT,NONE
"['twitter', 'got', 'y'all', 'stupid', 'better', 'scorer']",HOF,OFFN
"['rt', 'scottbalf', 'know', 'fucking', 'sock', 'destroyers', 'httpstcoh7rrf1qrzc']",HOF,PRFN
"['rt', 'menace2anxiety', 'ole', 'lady', 'daughter', 'don't', 'shit', 'like', 'piss', 'i'm', 'throwing', 'away', 'httpstcofwvikjrafh']",HOF,PRFN
"['reuters', 'wow', 'models', 'trained', 'hard', 'even', 'look', 'cat', 'trip', 'dont', 'get']",NOT,NONE
"['rt', 'blackrayne', 'lets', 'get', 'round', 'going', 'ass', 'like', 'hole', 'handle', 'power', 'dicks', 'jointhebreed', 'httpst']",HOF,PRFN
"['rt', 'nobrosmo', '""you're', 'one', 'talk', 'to""', '""you', 'swear""', '""i', 'swear', 'go', '""', 'god', 'httpstcoa01sjsvxed']",NOT,NONE
"['rt', 'rochellemeyer1', 'khanya', 'said', 'come', 'bitch', 'ah', 'ah', 'httpstcorf57hap0pd']",HOF,PRFN
"['rt', 'joeynocollusion', 'coup', 'sitting', 'president', 'united', 'states', 'lead', 'bunch', 'treasonous', 'scum', 'previously', 's']",HOF,HATE
"['damn', 'paid', 'truck', 'payment', 'today', 'fuck', 'i'm', 'hella', 'broke', 'fr', '']",HOF,PRFN
"['asian', 'government', 'use', 'government', 'officials', 'affiliated', 'hells', 'angels', 'motorcycle', 'club']",NOT,NONE
"['hbcufessions', 'dumbest', 'shit', 'ever']",HOF,PRFN
"['clock', 'may', '20', '2019', '0532am', 'httpstcopha03flbnn']",NOT,NONE
"['bethj', 'got', 'get', 'know', 'jumper', 'cables', 'propane', 'dang', 'httpstcoejk6ucstzc']",NOT,NONE
"['gopchairwoman', 'realdonaldtrump', 'cause', 'never', 'anyother', 'platform', 'except', 'rape', 'american', 'ppl', 'world', 'youre', 'clinton']",HOF,HATE
"['andrearatkovic', 'dchris114', 'pmarshwx', 'nwsspc', 'i'm', 'right', 'damn', 'bullseye']",NOT,PRFN
"['rt', 'songadaymann', 'song', 'comprised', 'entirely', 'lindseygrahamsc', 'saying', 'words', 'trump', 'fucking', 'idiot', 'thanks', 'ht', '']",HOF,OFFN
"['cutest', 'ever']",NOT,NONE
"['rt', 'hyyhgguk', 'ignore', 'you'll', 'never', 'able', 'attend', 'bts', 'concert', 'see', 'vcrs', 'things', 'make', 'chance', 'attendin']",NOT,NONE
"['rt', 'thefauxsynder', 'reached', 'wall', 'pod', 'stopped', 'hand', 'couldnt', 'touch', 'sora', 'either', 'riku', 'found', 'you']",NOT,NONE
"['rt', 'laelluke', 'hi', 'lesley', 'picture', 'bit', 'misleading', 'however', 'someone', 'raises', 'sheep', 'clear', 'pictur']",NOT,NONE
"['lilglizzy12', 'talk', 'ya', 'shit', 'glizz']",HOF,PRFN
"['sufy2', 'hope', 'you're', 'one', 'sir', 'httpstcobniahube1r']",NOT,NONE
"['rt', '7btsaf', 'jimin', 'hey', 'manager', 'wheres', 'lv', 'belt', 'jungkook', 'manager', 'want', 'banana', 'milk', 'go', 'seokjin', 'ya', 'manager', 'whe']",NOT,NONE
"['rt', 'samiraa1k', 'year's', 'exam', 'takers', 'unserious', 'ones', 'i've', 'seen', 'it's', '""fuck', 'it""', 'epidemic']",HOF,PRFN
"['rt', 'bandopopp', 'blessing', 'happened', '', 'gone', 'house', 'less', 'hour', 'ready', 'move', 'shit']",NOT,NONE
"['rt', 'geofflambert77', 'watch', 'periscope', 'armchair', 'fantasy', 'show', 'worst', 'predictions', 'ever', 'w', 'jinx', 'httpstcohm5l4v0k3j', 'myfantasy']",NOT,NONE
"['rt', 'kanasous', 'okay', 'u', 'go', 'complete', 'whim', 'wrote', 'silly', 'equally', 'fluffy', 'marine', 'bio', 'club', 'ot3', 'fic', '25k', 'he']",NOT,NONE
"['wwe', 'samizayn', 'basically', 'vince', 'using', 'talent', 'go', 'us', 'fucking', 'petty', 'xd']",HOF,PRFN
"['liamhope1987', 'you're', 'still', 'mate', 'although', 'think', 'turn', 'home', 'like', 'cauldron', 'gaff', 'isn't', 'httpstcot7dtw8cblx']",NOT,NONE
"['got', 'piff', 'fuck']",HOF,PRFN
"['rt', 'admiralaegis', 'yeah', 'trained', 'able', 'probably', 'weeks', 'get', 'exactly', 'right', 'thats', 'solo', 'dance', 'rout']",NOT,NONE
"['rt', 'djkhaled', 'love', 'myth', 'unless', 'mother', 'father', 'kids', 'beg', 'dif', 'forgive', 'em', 'ignorance', 'rememberin']",NOT,NONE
"['rthobykov', 'sick', 'stairs']",HOF,PRFN
"['nobody', 'shit', '']",HOF,PRFN
"['rt', 'trocolopoderoso', 'two', 'balls', 'chilling', 'scrotum', '2cm', 'apart', 'cause', 'theyre', 'gay', 'httpstcolmupwnw2jh']",NOT,NONE
"['really', 'want', 'push', 'scared', 'women', 'hurt', 'body's', 'like', 'hand', 'girls', 'go', 'thoug', 'httpstcoiklr5meuf9']",NOT,NONE
"['ever', 'see', 'fox', 'fucking', 'lightsaber', 'httpstcog55mg8b9ag']",HOF,PRFN
"['ltec3010', 'resource', 'bomb', 'offer', 'negotiation', 'httpstcobjimh79rcq', 'hosseeb', 'jobs', 'jobsearch', 'careeradvice']",NOT,NONE
"['rt', 'rainydaywoman', 'gretahansen12', 'revrrlewis', 'would', 'you're', 'good']",NOT,NONE
"['rt', 'omnipotentlexy', 'isnt', 'fucking', 'joke', 'anymore', 'terrifying', 'im', 'iud', 'goes', 'tried', 'w']",HOF,PRFN
"['realdonaldtrump', 'yup', 'give', 'rest', 'nut', 'jobs', 'much', 'going', 'waste', 'people', 'funding', 'crooks', 'fools']",HOF,OFFN
"['justintweets4', 'krunner09', 'could', 'fancier', 'many', 'breadsticks', 'want', 'tell', 'thats', 'rich', 'people', 'live']",NOT,NONE
"['democrats', 'destroying', 'every', 'fabric', 'country', 'theyre', 'lying', 'sack', 'shit', 'say', 'stand', 'httpstcoggxadgl0dp']",HOF,PRFN
"['never', 'get', 'talented', 'cam', 'okay', 'bye', 'i'm', 'gonna', 'shut', 'i'm', 'proud', 'cam']",NOT,NONE
"['edkrassen', 'realdonaldtrump', 'going', 'cbs', 'facts', 'really']",NOT,NONE
"['yeetodacheeto', 'doubt', 'theyll', 'help', 'theyll', 'probably', 'like', 'well', 'shouldve', 'done', 'homework']",NOT,NONE
"['rt', 'calimosthated', 'it's', 'birth', 'month', 'go', 'crazy', '', 'go', 'stupid', '']",HOF,PRFN
"['rt', 'solitudekth', 'canf', 'stop', 'laughinf', 'look', 'namjoons', 'face', 'knows', 'hes', 'guilty', 'stealing', 'taheyungs', 'water', 'hes', 'searching', 'wt']",NOT,NONE
"['ever', 'lost', 'dad', 'would', 'kms', 'tbh', 'cant', 'live', 'without', 'hes', 'whole', 'world']",NOT,NONE
"['rt', 'noratoriou5', 'honor', 'cnn', 'full', 'liars', 'donated', 'bernie2020', 'fucking', 'teach', 'statistics', 'students', 'know', 'better']",HOF,PRFN
"['rt', 'beyondlegends', 'tryna', 'beat', 'ass', 'without', 'b']",HOF,PRFN
"['rt', 'romannfkrz', 'think', 'legit', 'fucking', 'alzheimers', 'shit', 'keep', 'forgetting', 'things', 'happened', 'like', 'year', 'ago', 'or']",HOF,PRFN
"['rt', 'misbegottenman', 'daughters', 'skullfucking', 'skills', 'finally', 'surpassed', 'mother', 'look', 'throat', 'bulge', 'cock', '']",HOF,PRFN
"['rt', 'uchepokoye', 'igbo', 'gathering', 'finland', 'japanstates', 'america', 'gabon', 'ghanaand', 'one', 'lagos', 'youre', 'trigge']",NOT,NONE
"['rt', 'sheedchapo', 'y'all', 'really', 'ugly', 'asf', 'y'all', 'havin', 'fat', 'ass']",NOT,NONE
"['taps22565', 'gma', 'abcworldnews', 'mattgutmanabc', 'idiot', 'kid', 'mentally', 'ill', 'takes', 'gun', 'shoots', 'white', 'httpstcobbsvg7wsd4']",HOF,PRFN
"['whatthe', 'fuck', 'tease', 'httpstco8cu3tkcblk']",HOF,PRFN
"['skynewsaust', 'chriskkenny', 'look', 'like', 'puppet', 'ol', 'ruperts', 'hand', 'arse']",HOF,PRFN
"['6', 'people', 'followed', 'automatically', 'checked', 'httpstcovw2sucluvt']",NOT,NONE
"['rt', 'zerlinamaxwell', 'problem', 'bill', 'barr', 'thinks', 'dumb', 'he's', 'pretending', 'aren't', 'guy's', 'nickname', 'fro']",HOF,OFFN
"['rt', 'kyngkhokhas', 'fuck', 'dembele']",HOF,PRFN
"['masethabamalek1', 'investor', 'friendly', 'treat', 'like', 'gold', 'give', 'stupid', 'failed', 'ideologies', 'httpstcoylohpfktw5']",NOT,NONE
"['sapper87', 'veritaamore87', 'thank', 'adding', 'info', 'sapper87', 'tired', 'know', 'missed', 'pu', 'httpstcor6o7bjm8m8']",NOT,NONE
"['rt', 'iammald', 'cuddling', 'kissing', 'making', 'stress', 'go', 'away', 'real', 'shit']",HOF,PRFN
"['rt', 'clarkgasm', 'many', 'letters', 'alphabet', '20', 'right', 'there's', '26', 'oh', 'left', 'u', 'r', 'qt', 'that's', '25']",NOT,NONE
"['really', 'didnt', 'mean', 'type', 'insider', 'double', 'entendre', 'way', 'racist', 'double', 'entendre', 'j', 'httpstcovnoi2aktay']",NOT,NONE
"['rt', 'bybuccellati', 'fuck', 'bruno', 'httpstcogztblfnegj']",HOF,PRFN
"['jerk', 'moron', 'could', 'mother', 'grandmother', 'aunt', 'hope', 'keepyou', 'jail']",NOT,NONE
"['rt', 'jlm601', 'fuck', 'im', 'going', 'bed', 'see', 'ya', 'tomorrow']",HOF,PRFN
"['rt', 'gvqz', 'i've', 'come', 'conclusion', 'i'm', 'fucking', 'dumb', 'assthat's', 'that's', 'tweet', 'gn']",HOF,PRFN
"['realdonaldtrump', 'really', 'don't', 'know', 'works', 'ones', 'paying', 'tariffs', 'american', 'consumers']",NOT,NONE
"['girl', 'fuck', 'fuckboy']",HOF,PRFN
"['rt', 'davidfrawleyved', 'modi', 'government', 'tackled', 'terrorism', 'way', 'previous', 'upa', 'never', 'attempted', 'crucial', 'era', 'global', 'terror']",NOT,NONE
['fuck'],HOF,PRFN
"['rt', 'footyhumour', 'valverde', '""do', 'know', 'do""', 'alena', '""no""', 'valverde', '""me', 'neither', 'tell', 'messi', 'said', 'hi""', 'httpstconjv6']",NOT,NONE
"['rt', 'claptoncfc', 'reminder', 'want', 'start', 'live', 'streaming', 'games', 'direct', 'youtube', 'need', 'help', 'reach', '1k', 'subscrib']",NOT,NONE
"['dodgers', 'w', 'urias', 'save', '', 'good', 'shit', 'dodgers']",NOT,NONE
"['rt', 'juiceworlddd', 'fuck', 'today']",HOF,PRFN
"['rt', 'lilkeefquotes', 'fuck', 'u', 'keeping', 'around', 'make', 'happy', 'didn't', 'need', 'anymore', 'left', 'alone', 'wondering', 'went']",HOF,PRFN
"['theologoolutoye', 'think', 'bruh']",NOT,NONE
"['rt', 'btspublicity', '2019', 'mtv', 'la', 'metrics', '', '', 'ig', 'global', 'estimated', 'total', 'update', '1', 'jungkookbtstwt', '28m', '2', '473k', '3', 'z', '52k', '4', 'b', '6k']",NOT,NONE
"['watched', 'lhhny', 'cuz', 'britney', 'whole', 'bitch', 'rat']",HOF,OFFN
"['bioodfetish', 'shes', 'white', 'didn't', 'work']",NOT,NONE
"['rt', 'sindivanzyl', 'communication', 'problem', 'mbali', 'need', 'reach', 'stage', 'tell', 'men', 'theyre', 'hitting', 'spot', 'a']",NOT,NONE
"['mihuowo', 'w', 'f', 'bruh', 'see', 'doctor', 'shit', 'piss']",HOF,PRFN
"['fucking', 'nightmare', 'anywhere', 'close', 'great', 'gonna', 'stretch', 'livepd']",HOF,PRFN
"['zpxlng', 'ground', 'away', 'legs']",NOT,NONE
"['non', 'committal', 'help', 'career', 'little']",NOT,NONE
"['truongasm', 'youre', 'filipina']",NOT,NONE
"['page', '315', '827', 'priory', 'orange', 'samantha', 'shannon', 'struggling', 'httpstco5sar9tkr9m']",NOT,NONE
"['desperation', 'setting', 'democratic', 'party', 'thedemocrats', 'rep', 'don't', 'impeach', 'realdonaldtrump', 'he', 'httpstcoto8cdbx1rm']",NOT,NONE
"['said', 'fuck', 'kids']",HOF,PRFN
"['rt', 'caudronmartin', 'euopenhouse', 'means', 'washington', 'dc', 'look', 'like', 'tomorrow', '', '', '', '', '', 'dc', '', '', '', '', '', '', '', '', '', '', '']",NOT,NONE
"['whiiizdom', 'shreds', 'card']",NOT,NONE
"['tianabarajas', 'aubrianadicarlo', 'america']",NOT,NONE
"['rt', 'firstnamegabby', 'fuck', 'food', 'that's', 'fucking', 'song', 'httpstcodjitdnm1gw']",HOF,PRFN
"['guuuuuurlll', 'kim', 'petras', 'what's', 'bitch', 'kimpetras']",HOF,PRFN
"['rt', 'sneel', 'crawfish', 'coloring', 'books', 'would', 'literally', 'dream', 'date', '', 'like', 'u', 'need', 'httpstcobnfar8dtzu']",NOT,NONE
"['rt', 'evewhite5500', 'father', 'colorado', 'school', 'shooter', 'alec', 'mckinney', 'serial', 'felon', 'illegal', 'immigrant', '', 'covera']",HOF,HATE
"['pajaritodeivan', 'total', 'ivan']",NOT,NONE
"['men', 'trash', '', 'i'm', 'victim', 'rape', 'i'm', 'strong', 'come', 'guess', 'fuck', 'niggas']",HOF,HATE
"['rt', 'notviking', 'fuck', 'forgot', 'take', 'gummy', 'vitamins', 'morning', 'today', 'gonna', 'fucking', 'suck', 'ass']",HOF,PRFN
"['rt', 'alexisscarrasco', 'think', '""""', 'everything']",NOT,NONE
"['rt', 'gregroyppc', 'oshawa', 'peoples', 'party', 'canada', 'candidate', 'join', 'team', 'supporters', 'gearup', 'years', 'federal', 'election']",HOF,NONE
"['fuck', 'anxiety', 'fuck']",HOF,PRFN
"['rt', 'ahgasevenlove', 'raise', 'hand', 'youre', 'wanggae', 'parkgae', 'enthusiast', 'skjddjsk', 'theyre', 'flirting', 'front', 'eyes', '', 'httpstcozp5oh']",HOF,NONE
"['americans', 'least', 'non', 'stupid', 'americans', 'r', 'sick', 'tired', 'shit', 'country', 'never', 'better', 'open', 'ur', 'ey', 'httpstcoli17bvyteh']",HOF,PRFN
"['allowed', 'bleach', 'hair', 'going', 'thru', 'leave', 'like', 'long', 'smh', 'lookin', 'like', 'damn', 'fool']",HOF,PRFN
"['rt', 'djoness', 'reeseyola', 'damn', 'got', 'teary', 'eyed', '']",HOF,PRFN
"['call', 'stupid', 'call', 'sad', 'youre', 'best', 'ive', 'ever', 'youre', 'worst', 'ive', 'ever', 'keeps', 'fucking', 'head']",HOF,PRFN
"['you're', 'sifting', 'treasures', 'trash', 'inner', 'w', 'virgo', 'httpstcoldv06my0q0']",NOT,NONE
"['people', 'say', 'staying', 'consistent', 'grinding', 'daily', 'twitch', 'pay', 'damn', 'man', 'retain', 'viewers', 'shit', 'hard']",NOT,PRFN
"['risquebrat', 'featdios', 'don't', 'u', 'go', 'away']",NOT,NONE
"['might', 'well', 'fucking', 'kill', 'damn']",HOF,PRFN
"['harpz1984', 'milnesd', 'juliahb1', 'yet', 'believe', 'lies', 'even', 'worse', 'think', 'theyll', 'good', 'think', 'youre', 'loon']",NOT,NONE
"['rt', 'hannahrodgers', 'lori', 'laughlin', 'gross', 'fact', 'she's', 'facing', '20', 'years', 'prison', 'brock', 'turner', 'got', '6', 'months', 'being']",NOT,NONE
"['rt', 'bawilo', 'look', 'fine', 'fuck', 'mirror', 'try', 'take', 'selfie', 'look', 'like', 'egg', '']",HOF,PRFN
"['arya', 'walkers', 'giving', 'anxiety', 'like', 'fuck', 'man']",HOF,PRFN
"['rt', 'swooshgod', 'everything', 'needs', 'promotion', 'shit', 'fans', 'soak']",HOF,PRFN
"['rt', 'humorandanimals', 'life', 'simple', 'youre', 'dog', 'puppiesclub', 'ig', 'httpstcouxhtcekm8f']",NOT,NONE
"['trishmorrison15', 'grants4usa', 'need', 'nice', 'want', 'cut', 'head']",NOT,NONE
"['powderpuff', 'girls', 'never', 'overrated', 'make', 'shit', 'trend', 'forever']",HOF,PRFN
"['rt', 'fiame', '11', 'turned', '13', 'cuz', 'fuck', '12', 'httpstcoimoqtthxtp']",HOF,PRFN
"['i'm', 'fucking', 'im', 'making', 'love', 'sometimes', 'make', 'rubber', 'wear', 'rubber']",HOF,PRFN
"['need', 'see', 'perform', 'live']",NOT,NONE
"['rt', 'mariebrownsuga', 'i'm', 'actually', 'tired', 'bro', 'like', 'bottom', 'heart', 'tired']",NOT,NONE
"['rt', 'fastcarspete', 'nonce', 'tommeh', 'genuinely', 'chuckled', 'get', 'guy', 'asking', 'question', 'present', 'question', 'time']",NOT,NONE
"['encyclopedia', 'dramatica', 'godawful', 'kiwifarms', 'worse', 'theyre', 'also', 'hallmarks', 'documentation', 'individu', 'httpstcot24onuyxmb']",NOT,NONE
"['sarugetchuu', 'probably', 'sorry', 'boss']",NOT,NONE
"['rt', 'torresskarenn', 'kylie', 'said', '""lets', 'fuck', 'around', 'another', 'baby""']",HOF,PRFN
"['rt', 'flexxgod', 'i'm', 'young', 'asl', 'shit', 'niggas', 'don't', 'get', 'till', '30']",HOF,PRFN
"['you're', 'sifting', 'treasures', 'trash', 'inner', 'w', 'virgo', 'httpstco35g8qr5fsv']",NOT,NONE
"['friday', 'know', 'means', 'time', 'get', 'ass', 'kicked', 'fnm', 'httpstcokftvtazofj']",HOF,PRFN
"['rt', 'ashgriffo', 'napping', 'without', 'alarm', 'dangerous', 'fucking', 'game', 'could', 'wake', '20', 'mins', '5', 'years']",HOF,PRFN
"['justicedems', 'would', 'never', 'defend', 'shit', 'like']",HOF,PRFN
"['rt', 'djxvertigo', 'shit', 'got', 'lit', '', 'httpstcozwwkoqokbz']",HOF,PRFN
"['quick', 'question', 'fuck']",HOF,PRFN
"['baby', 'see', 'youu', 'checking', 'toes', 'hair', 'look', 'youu', 'come', 'around', 'see', 'youre', 'sexy', 'boy', 'when', 'httpstco89facava8m']",NOT,NONE
"['rt', 'jayjohnsofresh', 'don't', 'know', 'young', 'date', 'i'm', 'old', 'httpstcomequlwqltz']",NOT,NONE
"['need', 'get', 'cable', 'invite', 'whoever', 'settle', 'w', 'house', 'soon', 'tired', 'single', 'need', 'httpstcofmsnxdturp']",HOF,NONE
"['gigz', 'great', 'twitch', 'going', 'think', 'crucible', 'still', '', 'way', 'go']",NOT,NONE
"['rt', 'gigi01wilson', 'lot', 'dumb', 'shit', 'i'm', 'finna', 'risk', 'httpstco9r0aijljqa']",HOF,PRFN
"['big', 'sigh', 'tired']",NOT,NONE
"['never', 'get']",NOT,NONE
"['superbeaner', 'realmilmachetes', 'nonstop', 'bit', 'excessive', 'fine', 'get', 'point', 'i'll', 'stop']",HOF,NONE
"['funder', 'keep', 'smiling', 'lindseygrahamsc', 'trump', 'puppet']",HOF,OFFN
"['lok', 'sabha', 'elections', '2019', 'victory', '2019', 'elections', 'pm', 'modi's', 'oneline', 'response', 'httpstcogsthbgqajw']",NOT,NONE
"['rt', 'jaehun812', 'trans', 'kai', 'live', '""', 'dance', 'tempo', 'don't', 'mess', 'tempo', 'dances', 'love', 'shot', 'ah']",HOF,NONE
"['want', 'play', 'competitive', 'ironsighten', 'head', 'ironsightcentral', 'show', 'us', 'youve', 'got', 'httpstcozx1cgwclqy']",NOT,NONE
"['i'm', 'fucking', 'fucked', 'okay']",HOF,PRFN
"['hey', 'someone', 'please', 'tell', 'fuck', 'hard', 'thank']",HOF,PRFN
"['rt', 'realmonatepizza', 'started', 'woodfired', 'pizza', 'business', 'called', 'monatepizza', 'best', 'pizza', 'ever', 'need', 't']",NOT,NONE
"['scotteweinberg', 'cosmopolis', 'pattinson', 'would', 'kick', 'much', 'ass', 'bruce', 'wayne']",HOF,PRFN
"['clydessb', 'timothy', 'weah', 'bit', 'part', 'player', 'prospect', 'thats', 'prospect', 'hes', 'gone', 'over', 'httpstcokwwtzevbw7']",NOT,NONE
"['rt', 'lilnasx', 'nobody', 'forcing', 'wear', 'cowboy', 'hats', 'u', 'yee', 'haw', 'ass', 'song', 'go', 'number', '1', 'weeks', 'would', 'wearing', 'shit']",HOF,PRFN
"['rt', 'domyoonji', 'fuck', 'yoongi', 'small', 'httpstcove70eketay']",HOF,PRFN
"['dianaoyaro', 'delete', 'asap', 'youre', 'drop', 'dead', 'beautiful', '']",NOT,NONE
"['', 'httpstco68lexxzh3z', 'little', 'cute', 'girl', 'fucking', 'behind', 'hardly', '', 'httpstcot4awaj1xof', '', 'mayday', 'barrlied', '831c']",HOF,OFFN
"['rt', 'stevehasatweet', 'fuck', 'format', 'tweet', 'like', 'nobodys', 'business']",HOF,PRFN
"['one', 'don't', 'give', 'damn', 'fuck', 'anything', 'anyone']",HOF,PRFN
"['rt', 'btsanalytics', 'final', 'bbmastopsocial', 'bts', 'btstwt', 'vote', '15', 'minutes', 'left', 'tweetrtreply']",NOT,NONE
"['tatabwa', 'youre', 'pretty', '']",NOT,NONE
"['rt', 'drgpradhan', 'island', 'booked', 'pm', 'rahulgandhi', 'tell', 'ppl', 'navy', 'father', 'personal', 'property', 'choppers', 'amp', 'ships', 'his']",HOF,OFFN
"['rt', 'melanindaj', 'think', 'long', 'term', 'everything']",NOT,NONE
